50,200,168,1,345
50,200,173,1,351
50,200,181,1,361
50,200,190,1,377
50,200,198,1,384
50,200,206,1,391
50,200,215,1,400
50,200,224,1,411
50,200,232,1,419
50,200,240,1,426
50,200,249,1,435
50,200,257,1,442
50,200,266,1,454
50,200,283,1,467
50,200,291,1,475
50,200,299,1,481
50,200,317,1,497
50,200,326,1,506
50,200,334,1,513
50,200,343,1,523
50,200,352,1,529
50,200,363,1,538
50,200,372,1,550
50,200,382,1,560
50,200,390,1,566
50,200,408,1,574
50,200,417,1,580
50,200,426,1,586
50,200,435,1,591
50,200,546,1,706
50,200,555,1,715
50,200,609,1,750
50,200,618,1,756
50,200,647,1,774
50,200,658,1,753
50,200,667,1,728
50,200,686,1,709
50,200,695,1,704
50,200,704,1,699
50,200,713,1,695
50,200,733,1,685
50,200,742,1,681
50,200,750,1,676
50,200,759,1,672
50,200,768,1,667
50,200,786,1,660
50,200,794,1,655
50,200,795,0,650
50,200,585,0,433
50,200,576,0,404
50,200,567,0,384
50,200,557,0,365
50,200,547,0,350
50,200,538,0,341
50,200,530,0,325
50,200,519,0,316
50,200,511,0,306
50,200,503,0,295
50,200,348,0,171
50,200,339,0,162
50,200,330,0,143
50,200,319,0,127
50,200,310,0,115
50,200,291,0,94
50,200,281,0,90
50,200,272,0,88
50,200,262,0,79
50,200,253,0,68
50,200,242,0,59
50,200,232,0,50
50,200,213,0,24
50,200,202,0,15
50,200,191,0,14
50,200,182,0,20
50,200,173,0,29
50,200,162,0,37
50,200,152,0,41
50,200,142,0,53
50,200,131,0,67
50,200,121,0,80
50,200,111,0,86
50,200,102,0,95
50,200,91,0,100
50,200,61,0,110
50,200,51,0,115
50,200,40,0,122
50,200,30,0,130
50,200,21,0,134
50,200,10,0,142
50,200,0,0,153
50,200,8,1,163
50,200,18,1,174
50,200,27,1,194
50,200,37,1,205
50,200,47,1,214
50,200,57,1,222
50,200,76,1,229
50,200,96,1,239
50,200,205,1,349
50,200,224,1,378
50,200,234,1,391
50,200,243,1,401
50,200,253,1,410
50,200,262,1,417
50,200,273,1,426
50,200,282,1,434
50,200,292,1,451
50,200,301,1,459
50,200,310,1,466
50,200,319,1,475
50,200,339,1,502
50,200,348,1,513
50,200,356,1,528
50,200,367,1,549
50,200,377,1,566
50,200,386,1,571
50,200,396,1,576
50,200,406,1,581
50,200,416,1,587
50,200,426,1,596
50,200,436,1,605
50,200,455,1,625
50,200,465,1,640
50,200,474,1,647
50,200,483,1,660
50,200,792,0,601
50,200,782,0,593
50,200,772,0,585
50,200,763,0,579
50,200,754,0,569
50,200,744,0,559
50,200,735,0,552
50,200,726,0,546
50,200,707,0,531
50,200,697,0,525
50,200,688,0,512
50,200,678,0,500
50,200,668,0,487
50,200,265,0,57
50,200,257,0,56
50,200,249,0,47
50,200,241,0,40
50,200,17,0,136
50,200,1,0,163
50,200,14,1,180
50,200,30,1,198
50,200,45,1,213
50,200,53,1,218
50,200,61,1,225
50,200,70,1,234
50,200,78,1,245
50,200,87,1,256
50,200,95,1,266
50,200,103,1,274
50,200,112,1,284
50,200,121,1,296
50,200,146,1,324
50,200,155,1,333
50,200,165,1,347
50,200,174,1,361
50,200,192,1,374
50,200,202,1,383
50,200,211,1,395
50,200,220,1,404
50,200,229,1,412
50,200,238,1,426
50,200,247,1,444
50,200,256,1,448
50,200,265,1,459
50,200,275,1,464
50,200,284,1,466
50,200,293,1,471
50,200,302,1,475
50,200,312,1,485
50,200,320,1,495
50,200,330,1,509
50,200,339,1,518
50,200,347,1,524
50,200,367,1,543
50,200,377,1,549
50,200,386,1,559
50,200,395,1,570
50,200,404,1,577
50,200,413,1,584
50,200,422,1,594
50,200,431,1,602
50,200,449,1,616
50,200,458,1,620
50,200,476,1,637
50,200,486,1,649
50,200,495,1,660
50,200,505,1,679
50,200,514,1,688
50,200,523,1,696
50,200,544,1,711
50,200,555,1,725
50,200,564,1,732
50,200,574,1,744
50,200,584,1,755
50,200,592,1,759
50,200,601,1,770
50,200,612,1,781
50,200,620,1,785
50,200,631,1,791
50,200,641,1,797
50,200,751,0,610
50,200,742,0,598
50,200,733,0,587
50,200,723,0,575
50,200,713,0,563
50,200,704,0,554
50,200,694,0,542
50,200,685,0,532
50,200,674,0,521
50,200,665,0,514
50,200,655,0,505
50,200,645,0,498
50,200,635,0,489
50,200,625,0,477
50,200,615,0,463
50,200,596,0,440
50,200,575,0,415
50,200,565,0,405
50,200,556,0,395
50,200,547,0,384
50,200,537,0,362
50,200,508,0,319
50,200,212,1,387
50,200,219,1,394
50,200,233,1,408
50,200,241,1,416
50,200,250,1,425
50,200,258,1,433
50,200,266,1,441
50,200,274,1,449
50,200,282,1,458
50,200,291,1,467
50,200,300,1,476
50,200,309,1,485
50,200,317,1,493
50,200,325,1,502
50,200,334,1,511
50,200,342,1,519
50,200,350,1,528
50,200,357,1,535
50,200,365,1,543
50,200,374,1,553
50,200,392,1,571
50,200,401,1,579
50,200,409,1,583
50,200,429,1,593
50,200,438,1,598
50,200,446,1,601
50,200,790,1,589
50,200,799,1,588
50,200,791,0,581
50,200,762,0,582
50,200,753,0,583
50,200,744,0,583
50,200,735,0,583
50,200,725,0,584
50,200,440,0,235
50,200,433,0,234
50,200,425,0,222
50,200,416,0,216
50,200,407,0,207
50,200,400,0,197
50,200,390,0,187
50,200,372,0,176
50,200,365,0,170
50,200,356,0,163
50,200,348,0,156
50,200,339,0,151
50,200,322,0,140
50,200,313,0,129
50,200,304,0,122
50,200,287,0,111
50,200,279,0,99
50,200,269,0,91
50,200,260,0,88
50,200,251,0,83
50,200,242,0,82
50,200,180,0,45
50,200,162,0,37
50,200,154,0,35
50,200,136,0,28
50,200,127,0,25
50,200,103,0,77
50,200,95,0,81
50,200,87,0,85
50,200,78,0,88
50,200,70,0,93
50,200,60,0,98
50,200,43,0,105
50,200,34,0,111
50,200,101,1,244
50,200,110,1,253
50,200,118,1,258
50,200,128,1,277
50,200,138,1,287
50,200,147,1,302
50,200,174,1,342
50,200,184,1,354
50,200,221,1,390
50,200,239,1,412
50,200,248,1,428
50,200,258,1,443
50,200,267,1,448
50,200,277,1,454
